lat_lag,lon_lag,ridge_norm,gamma_min,gamma_second_min,gamma_gap,gamma_rel_gap,near_min_count,near_min_tol,is_ambiguous,n_pairs,row,col,year,month,day_num,tau,lat_step,lon_step
-0.0880,-1.1970,1.2002,8.5597,8.5614,0.0017,0.0002,13,0.0856,True,70585,18,1,2024,7,9,3,0.0440,0.0630
0.0000,-0.1260,0.1260,4.3013,4.3082,0.0069,0.0016,7,0.0500,True,105053,20,18,2024,7,10,1,0.0440,0.0630
0.0000,-0.1260,0.1260,4.9438,4.9442,0.0004,0.0001,18,0.0500,True,86164,20,18,2024,7,10,2,0.0440,0.0630
-0.0440,-0.3150,0.3181,5.3257,5.3275,0.0019,0.0003,43,0.0533,True,69012,19,15,2024,7,10,3,0.0440,0.0630
0.0000,-0.1260,0.1260,4.6488,4.6530,0.0042,0.0009,6,0.0500,True,102994,20,18,2024,7,11,1,0.0440,0.0630
0.0000,-0.0630,0.0630,5.9559,5.9601,0.0042,0.0007,15,0.0596,True,82849,20,19,2024,7,11,2,0.0440,0.0630
0.0000,0.0630,0.0630,6.4513,6.4552,0.0038,0.0006,14,0.0645,True,68023,20,21,2024,7,11,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.1824,6.2218,0.0394,0.0064,2,0.0618,False,124017,20,20,2024,7,12,1,0.0440,0.0630
0.0000,0.0000,0.0000,7.6121,7.6235,0.0114,0.0015,9,0.0761,True,105735,20,20,2024,7,12,2,0.0440,0.0630
-0.2640,-0.5040,0.5690,8.4557,8.4562,0.0004,0.0001,39,0.0846,True,79128,14,12,2024,7,12,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.1305,6.1334,0.0029,0.0005,5,0.0613,True,120940,20,20,2024,7,13,1,0.0440,0.0630
-0.0440,-0.4410,0.4432,7.5793,7.5869,0.0076,0.0010,27,0.0758,True,97111,19,13,2024,7,13,2,0.0440,0.0630
-0.0440,-0.8190,0.8202,8.3144,8.3145,0.0001,0.0000,46,0.0831,True,78036,19,7,2024,7,13,3,0.0440,0.0630
0.0000,-0.0630,0.0630,5.3083,5.3099,0.0016,0.0003,6,0.0531,True,124633,20,19,2024,7,14,1,0.0440,0.0630
-0.0440,-0.3780,0.3806,6.7546,6.7645,0.0098,0.0015,18,0.0675,True,102239,19,14,2024,7,14,2,0.0440,0.0630
-0.0440,-0.5670,0.5687,7.4035,7.4090,0.0055,0.0007,33,0.0740,True,83573,19,11,2024,7,14,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.5379,6.5851,0.0472,0.0072,2,0.0654,False,125005,20,20,2024,7,15,1,0.0440,0.0630
0.0000,0.0000,0.0000,8.3066,8.3322,0.0256,0.0031,7,0.0831,True,106723,20,20,2024,7,15,2,0.0440,0.0630
0.0000,0.0000,0.0000,8.9635,8.9815,0.0180,0.0020,11,0.0896,True,89058,20,20,2024,7,15,3,0.0440,0.0630
-0.0440,0.0000,0.0440,6.7645,6.7870,0.0225,0.0033,5,0.0676,True,123767,19,20,2024,7,16,1,0.0440,0.0630
-0.0440,0.0630,0.0768,8.3959,8.4005,0.0046,0.0005,8,0.0840,True,105208,19,21,2024,7,16,2,0.0440,0.0630
-0.0440,0.1260,0.1335,9.3102,9.3182,0.0080,0.0009,21,0.0931,True,87287,19,22,2024,7,16,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.4928,5.5239,0.0312,0.0057,4,0.0549,False,123505,20,20,2024,7,17,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.3053,6.3382,0.0329,0.0052,4,0.0631,False,105119,20,20,2024,7,17,2,0.0440,0.0630
0.0000,0.0000,0.0000,6.6753,6.6962,0.0209,0.0031,4,0.0668,False,87665,20,20,2024,7,17,3,0.0440,0.0630
0.0440,-0.0630,0.0768,6.3851,6.3988,0.0137,0.0021,4,0.0639,False,122994,21,19,2024,7,18,1,0.0440,0.0630
0.0440,-0.0630,0.0768,7.6774,7.6790,0.0016,0.0002,16,0.0768,True,105012,21,19,2024,7,18,2,0.0440,0.0630
0.0440,0.0000,0.0440,8.5587,8.5714,0.0127,0.0015,18,0.0856,True,88079,21,20,2024,7,18,3,0.0440,0.0630
0.0000,-0.0630,0.0630,6.2491,6.2751,0.0260,0.0042,6,0.0625,True,123780,20,19,2024,7,19,1,0.0440,0.0630
-0.0440,-0.5040,0.5059,7.4328,7.4362,0.0034,0.0005,20,0.0743,True,99995,19,12,2024,7,19,2,0.0440,0.0630
0.0000,-0.9450,0.9450,7.9818,7.9884,0.0066,0.0008,38,0.0798,True,80179,20,5,2024,7,19,3,0.0440,0.0630
0.0440,-0.3150,0.3181,6.8300,6.8316,0.0016,0.0002,10,0.0683,True,120877,21,15,2024,7,20,1,0.0440,0.0630
0.0880,-0.6930,0.6986,8.6221,8.6260,0.0039,0.0005,35,0.0862,True,98592,22,9,2024,7,20,2,0.0440,0.0630
0.0440,-0.0630,0.0768,9.2400,9.2478,0.0078,0.0008,26,0.0924,True,88395,21,19,2024,7,20,3,0.0440,0.0630
0.0000,-0.2520,0.2520,5.5095,5.5406,0.0312,0.0057,5,0.0551,True,121943,20,16,2024,7,21,1,0.0440,0.0630
0.0000,-0.4410,0.4410,6.8417,6.8502,0.0085,0.0012,12,0.0684,True,102290,20,13,2024,7,21,2,0.0440,0.0630
0.0000,-0.5670,0.5670,7.9142,7.9150,0.0008,0.0001,52,0.0791,True,84202,20,11,2024,7,21,3,0.0440,0.0630
0.0000,-0.1260,0.1260,7.3393,7.3500,0.0107,0.0015,6,0.0734,True,123100,20,18,2024,7,22,1,0.0440,0.0630
0.0440,-0.0630,0.0768,9.1901,9.1932,0.0031,0.0003,18,0.0919,True,104989,21,19,2024,7,22,2,0.0440,0.0630
0.0440,0.0000,0.0440,9.1802,9.1816,0.0014,0.0002,17,0.0918,True,88073,21,20,2024,7,22,3,0.0440,0.0630
0.0000,-0.0630,0.0630,6.3753,6.3898,0.0146,0.0023,2,0.0638,False,119202,20,19,2024,7,23,1,0.0440,0.0630
0.0000,-0.1260,0.1260,7.8075,7.8084,0.0009,0.0001,12,0.0781,True,100149,20,18,2024,7,23,2,0.0440,0.0630
-0.0440,-0.1260,0.1335,8.4858,8.4936,0.0078,0.0009,17,0.0849,True,82903,19,18,2024,7,23,3,0.0440,0.0630
-0.0880,-0.0630,0.1082,5.8614,5.8875,0.0261,0.0045,6,0.0586,True,115705,18,19,2024,7,24,1,0.0440,0.0630
-0.2640,-0.0630,0.2714,6.9995,7.0033,0.0037,0.0005,15,0.0700,True,94584,14,19,2024,7,24,2,0.0440,0.0630
-0.4400,-0.1890,0.4789,7.2212,7.2225,0.0013,0.0002,24,0.0722,True,74799,10,17,2024,7,24,3,0.0440,0.0630
-0.0440,-0.1260,0.1335,7.5260,7.5270,0.0010,0.0001,8,0.0753,True,123559,19,18,2024,7,25,1,0.0440,0.0630
-0.0440,0.0000,0.0440,9.6982,9.7061,0.0078,0.0008,12,0.0970,True,107144,19,20,2024,7,25,2,0.0440,0.0630
0.0000,0.0630,0.0630,10.9303,10.9369,0.0066,0.0006,22,0.1093,True,89732,20,21,2024,7,25,3,0.0440,0.0630
0.0000,-0.2520,0.2520,8.1731,8.2004,0.0272,0.0033,4,0.0817,False,123297,20,16,2024,7,26,1,0.0440,0.0630
-0.0440,-0.5670,0.5687,10.2081,10.2315,0.0234,0.0023,11,0.1021,True,101332,19,11,2024,7,26,2,0.0440,0.0630
0.0440,0.0000,0.0440,10.0872,10.1098,0.0226,0.0022,11,0.1009,True,89495,21,20,2024,7,26,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.7022,5.7166,0.0144,0.0025,4,0.0570,False,126369,20,20,2024,7,27,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.6392,6.6485,0.0093,0.0014,4,0.0664,False,108269,20,20,2024,7,27,2,0.0440,0.0630
0.1760,-1.0080,1.0232,6.8948,6.8963,0.0014,0.0002,50,0.0689,True,78296,24,4,2024,7,27,3,0.0440,0.0630
0.0440,0.0000,0.0440,5.3972,5.4060,0.0088,0.0016,4,0.0540,False,124485,21,20,2024,7,28,1,0.0440,0.0630
0.0440,0.0000,0.0440,6.6006,6.6274,0.0268,0.0041,6,0.0660,True,106446,21,20,2024,7,28,2,0.0440,0.0630
0.0880,-0.0630,0.1082,7.2819,7.2869,0.0051,0.0007,87,0.0728,True,87461,22,19,2024,7,28,3,0.0440,0.0630
0.0440,-0.2520,0.2558,9.6274,9.6353,0.0079,0.0008,8,0.0963,True,106991,21,16,2025,7,1,1,0.0440,0.0630
0.0880,-0.6300,0.6361,11.2959,11.2982,0.0023,0.0002,22,0.1130,True,84981,22,10,2025,7,1,2,0.0440,0.0630
0.3080,-1.0710,1.1144,11.8327,11.8346,0.0019,0.0002,48,0.1183,True,63548,27,3,2025,7,1,3,0.0440,0.0630
0.0000,-0.3780,0.3780,5.8204,5.8487,0.0283,0.0049,4,0.0582,False,96173,20,14,2025,7,2,1,0.0440,0.0630
-0.0440,-0.7560,0.7573,7.3109,7.3128,0.0018,0.0003,21,0.0731,True,75262,19,8,2025,7,2,2,0.0440,0.0630
-0.4400,-0.7560,0.8747,8.1407,8.1407,0.0001,0.0000,58,0.0814,True,56151,10,8,2025,7,2,3,0.0440,0.0630
-0.0440,-0.2520,0.2558,9.4411,9.4542,0.0131,0.0014,4,0.0944,False,120431,19,16,2025,7,3,1,0.0440,0.0630
-0.0880,-0.5670,0.5738,11.5108,11.5174,0.0066,0.0006,18,0.1151,True,98814,18,11,2025,7,3,2,0.0440,0.0630
-0.2640,-1.0080,1.0420,12.6318,12.6339,0.0021,0.0002,47,0.1263,True,75532,14,4,2025,7,3,3,0.0440,0.0630
0.0000,-0.0630,0.0630,9.6970,9.7237,0.0267,0.0028,2,0.0970,False,120756,20,19,2025,7,4,1,0.0440,0.0630
-0.0440,0.0000,0.0440,11.4439,11.4572,0.0133,0.0012,5,0.1144,True,103407,19,20,2025,7,4,2,0.0440,0.0630
-0.0440,-0.0630,0.0768,12.1307,12.1414,0.0107,0.0009,11,0.1213,True,85566,19,19,2025,7,4,3,0.0440,0.0630
-0.0440,-0.4410,0.4432,12.3113,12.3296,0.0182,0.0015,3,0.1231,False,115542,19,13,2025,7,5,1,0.0440,0.0630
-0.0880,-0.8820,0.8864,16.0275,16.0324,0.0049,0.0003,10,0.1603,True,93666,18,6,2025,7,5,2,0.0440,0.0630
-0.0440,-1.2600,1.2608,17.9416,17.9700,0.0283,0.0016,11,0.1794,True,75516,19,0,2025,7,5,3,0.0440,0.0630
0.0440,-0.3780,0.3806,12.1708,12.1836,0.0128,0.0011,4,0.1217,False,111962,21,14,2025,7,6,1,0.0440,0.0630
0.1320,-0.6300,0.6437,15.8612,15.8861,0.0248,0.0016,17,0.1586,True,90819,23,10,2025,7,6,2,0.0440,0.0630
0.1320,-0.6300,0.6437,17.9383,17.9459,0.0075,0.0004,59,0.1794,True,75290,23,10,2025,7,6,3,0.0440,0.0630
0.0000,-0.3150,0.3150,8.0394,8.0460,0.0066,0.0008,3,0.0804,False,103137,20,15,2025,7,7,1,0.0440,0.0630
0.0000,-0.5670,0.5670,10.3678,10.3694,0.0016,0.0002,16,0.1037,True,83591,20,11,2025,7,7,2,0.0440,0.0630
-0.0440,-0.7560,0.7573,11.6788,11.6791,0.0004,0.0000,75,0.1168,True,66297,19,8,2025,7,7,3,0.0440,0.0630
-0.0440,-0.1890,0.1941,9.7808,9.7939,0.0131,0.0013,5,0.0978,True,121096,19,17,2025,7,8,1,0.0440,0.0630
-0.0880,-0.2520,0.2669,12.0838,12.0916,0.0078,0.0006,19,0.1208,True,102087,18,16,2025,7,8,2,0.0440,0.0630
-0.0880,-0.3780,0.3881,13.3478,13.3523,0.0045,0.0003,28,0.1335,True,83937,18,14,2025,7,8,3,0.0440,0.0630
0.0000,0.0000,0.0000,7.6236,7.6430,0.0194,0.0025,6,0.0762,True,114996,20,20,2025,7,9,1,0.0440,0.0630
-0.0440,0.0000,0.0440,9.2541,9.2653,0.0112,0.0012,13,0.0925,True,96716,19,20,2025,7,9,2,0.0440,0.0630
-0.0440,0.0000,0.0440,10.1762,10.1785,0.0023,0.0002,19,0.1018,True,79892,19,20,2025,7,9,3,0.0440,0.0630
-0.0440,-0.0630,0.0768,10.4325,10.4466,0.0142,0.0014,5,0.1043,True,118140,19,19,2025,7,10,1,0.0440,0.0630
0.0000,-0.1260,0.1260,13.7864,13.7925,0.0060,0.0004,17,0.1379,True,100555,20,18,2025,7,10,2,0.0440,0.0630
0.0440,-0.3150,0.3181,15.1170,15.1251,0.0081,0.0005,37,0.1512,True,81143,21,15,2025,7,10,3,0.0440,0.0630
0.0000,-0.0630,0.0630,9.1860,9.2100,0.0240,0.0026,4,0.0919,False,113233,20,19,2025,7,11,1,0.0440,0.0630
-0.0440,-0.0630,0.0768,12.5641,12.5650,0.0009,0.0001,19,0.1256,True,94646,19,19,2025,7,11,2,0.0440,0.0630
-0.0880,0.0630,0.1082,14.4361,14.4383,0.0022,0.0001,60,0.1444,True,77635,18,21,2025,7,11,3,0.0440,0.0630
0.0000,-0.3150,0.3150,10.6483,10.6572,0.0089,0.0008,4,0.1065,False,120168,20,15,2025,7,12,1,0.0440,0.0630
0.0000,-0.5670,0.5670,13.5814,13.5817,0.0003,0.0000,19,0.1358,True,100142,20,11,2025,7,12,2,0.0440,0.0630
0.0440,-0.3150,0.3181,15.0938,15.0977,0.0039,0.0003,35,0.1509,True,84748,21,15,2025,7,12,3,0.0440,0.0630
0.0880,-0.6300,0.6361,11.4193,11.4338,0.0146,0.0013,9,0.1142,True,111308,22,10,2025,7,13,1,0.0440,0.0630
0.1320,-0.8820,0.8918,14.1751,14.1757,0.0005,0.0000,28,0.1418,True,91764,23,6,2025,7,13,2,0.0440,0.0630
0.0440,-1.0080,1.0090,15.6464,15.6492,0.0028,0.0002,37,0.1565,True,76582,21,4,2025,7,13,3,0.0440,0.0630
0.0440,-0.3150,0.3181,10.5246,10.5410,0.0165,0.0016,4,0.1052,False,101079,21,15,2025,7,14,1,0.0440,0.0630
0.0440,-0.6300,0.6315,14.1485,14.1597,0.0111,0.0008,23,0.1415,True,81048,21,10,2025,7,14,2,0.0440,0.0630
-0.5720,0.4410,0.7223,16.3328,16.3340,0.0012,0.0001,67,0.1633,True,59177,7,27,2025,7,14,3,0.0440,0.0630
0.0440,-0.1260,0.1335,9.5964,9.6267,0.0303,0.0032,7,0.0960,True,110724,21,18,2025,7,15,1,0.0440,0.0630
0.2200,-0.2520,0.3345,12.6211,12.6262,0.0051,0.0004,71,0.1262,True,89083,25,16,2025,7,15,2,0.0440,0.0630
0.8800,0.6930,1.1201,13.6062,13.6160,0.0097,0.0007,20,0.1361,True,60624,40,31,2025,7,15,3,0.0440,0.0630
0.0000,-0.0630,0.0630,11.3250,11.3692,0.0442,0.0039,7,0.1132,True,115666,20,19,2025,7,16,1,0.0440,0.0630
0.0000,0.0000,0.0000,14.5925,14.5989,0.0064,0.0004,14,0.1459,True,98730,20,20,2025,7,16,2,0.0440,0.0630
-0.0440,0.1890,0.1941,16.0797,16.0890,0.0094,0.0006,48,0.1608,True,79990,19,23,2025,7,16,3,0.0440,0.0630
-0.0440,-0.1260,0.1335,9.9558,9.9573,0.0015,0.0001,9,0.0996,True,120789,19,18,2025,7,17,1,0.0440,0.0630
-0.0880,-0.3150,0.3271,12.2667,12.2786,0.0118,0.0010,44,0.1227,True,100565,18,15,2025,7,17,2,0.0440,0.0630
-0.7480,-1.2600,1.4653,13.5653,13.5683,0.0030,0.0002,51,0.1357,True,65551,3,0,2025,7,17,3,0.0440,0.0630
0.0000,0.0000,0.0000,7.8199,7.8232,0.0033,0.0004,4,0.0782,False,124885,20,20,2025,7,18,1,0.0440,0.0630
0.0000,0.0000,0.0000,9.4333,9.4421,0.0088,0.0009,8,0.0943,True,106879,20,20,2025,7,18,2,0.0440,0.0630
0.0000,0.0000,0.0000,9.9655,9.9915,0.0260,0.0026,10,0.0997,True,88951,20,20,2025,7,18,3,0.0440,0.0630
0.0000,-0.0630,0.0630,9.0231,9.0335,0.0104,0.0012,6,0.0902,True,124097,20,19,2025,7,19,1,0.0440,0.0630
-0.0440,0.0000,0.0440,11.0268,11.0359,0.0092,0.0008,9,0.1103,True,105829,19,20,2025,7,19,2,0.0440,0.0630
-0.0440,0.0000,0.0440,11.6511,11.6736,0.0225,0.0019,11,0.1165,True,88226,19,20,2025,7,19,3,0.0440,0.0630
-0.0440,-0.1260,0.1335,9.4896,9.5073,0.0177,0.0019,6,0.0949,True,122303,19,18,2025,7,20,1,0.0440,0.0630
-0.0440,-0.0630,0.0768,11.6347,11.6453,0.0107,0.0009,29,0.1163,True,105377,19,19,2025,7,20,2,0.0440,0.0630
0.0000,-1.0080,1.0080,11.8363,11.8374,0.0011,0.0001,47,0.1184,True,80341,20,4,2025,7,20,3,0.0440,0.0630
0.0000,0.0000,0.0000,6.6467,6.7475,0.1009,0.0152,1,0.0665,False,120740,20,20,2025,7,21,1,0.0440,0.0630
0.0000,0.0000,0.0000,7.5209,7.5538,0.0329,0.0044,3,0.0752,False,103177,20,20,2025,7,21,2,0.0440,0.0630
0.0000,0.0000,0.0000,7.8035,7.8205,0.0170,0.0022,4,0.0780,False,86381,20,20,2025,7,21,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.8332,5.9228,0.0896,0.0154,1,0.0583,False,125071,20,20,2025,7,22,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.5680,6.6253,0.0573,0.0087,3,0.0657,False,107102,20,20,2025,7,22,2,0.0440,0.0630
0.0000,0.0000,0.0000,6.7799,6.8170,0.0371,0.0055,3,0.0678,False,89259,20,20,2025,7,22,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.1095,5.1882,0.0787,0.0154,1,0.0511,False,126027,20,20,2025,7,23,1,0.0440,0.0630
0.0000,0.0000,0.0000,5.7402,5.7829,0.0427,0.0074,3,0.0574,False,107967,20,20,2025,7,23,2,0.0440,0.0630
0.0000,0.0000,0.0000,6.0643,6.0694,0.0051,0.0008,4,0.0606,False,89978,20,20,2025,7,23,3,0.0440,0.0630
0.0000,0.0000,0.0000,4.9719,5.0144,0.0425,0.0085,2,0.0500,False,107475,20,20,2025,7,24,1,0.0440,0.0630
0.0000,-0.7560,0.7560,5.6321,5.6330,0.0009,0.0002,40,0.0563,True,82633,20,8,2025,7,24,2,0.0440,0.0630
-0.0440,-1.0080,1.0090,5.3223,5.3229,0.0006,0.0001,18,0.0532,True,63819,19,4,2025,7,24,3,0.0440,0.0630
0.0000,0.0000,0.0000,5.4563,5.4793,0.0229,0.0042,2,0.0546,False,125384,20,20,2025,7,25,1,0.0440,0.0630
0.0000,0.0000,0.0000,6.0993,6.1084,0.0091,0.0015,4,0.0610,False,107500,20,20,2025,7,25,2,0.0440,0.0630
0.0000,0.0000,0.0000,6.2405,6.2413,0.0007,0.0001,7,0.0624,True,89576,20,20,2025,7,25,3,0.0440,0.0630
0.0000,-0.4410,0.4410,9.4553,9.4722,0.0169,0.0018,8,0.0946,True,114515,20,13,2025,7,26,1,0.0440,0.0630
0.0000,-0.7560,0.7560,11.4828,11.4852,0.0025,0.0002,24,0.1148,True,94130,20,8,2025,7,26,2,0.0440,0.0630
0.0000,-0.7560,0.7560,12.1348,12.1368,0.0020,0.0002,33,0.1213,True,78113,20,8,2025,7,26,3,0.0440,0.0630
-0.0440,-0.3150,0.3181,11.4111,11.4695,0.0584,0.0051,6,0.1141,True,115588,19,15,2025,7,27,1,0.0440,0.0630
-0.0880,-0.6300,0.6361,14.7107,14.7175,0.0067,0.0005,27,0.1471,True,94426,18,10,2025,7,27,2,0.0440,0.0630
0.0000,-0.8190,0.8190,16.0091,16.0103,0.0012,0.0001,24,0.1601,True,78295,20,7,2025,7,27,3,0.0440,0.0630
0.0000,-0.3780,0.3780,11.6507,11.6774,0.0268,0.0023,4,0.1165,False,119630,20,14,2025,7,28,1,0.0440,0.0630
-0.0440,-0.6300,0.6315,14.3853,14.4064,0.0211,0.0015,7,0.1439,True,98833,19,10,2025,7,28,2,0.0440,0.0630
-0.0440,-0.9450,0.9460,15.4677,15.4792,0.0115,0.0007,11,0.1547,True,79476,19,5,2025,7,28,3,0.0440,0.0630
