data_source,date,data_kind,dataset_id,method,parameter,truth,estimate,absolute_error,logratio_error
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,range_lon,0.3000,0.1526,0.1474,-0.6759
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,range_time,2.0000,1.1678,0.8322,-0.5380
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,advec_lat,0.0800,0.0794,0.0006,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,advec_lon,-0.2000,-0.1988,0.0012,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2024-07-19,synthetic,synthetic_20240719,union,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,sigmasq,10.0000,8.8038,1.1962,-0.1274
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,range_lat,0.2000,0.1028,0.0972,-0.6658
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,range_lon,0.3000,0.1535,0.1465,-0.6701
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,range_time,2.0000,1.1825,0.8175,-0.5255
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,advec_lat,0.0800,0.0799,0.0001,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,advec_lon,-0.2000,-0.1992,0.0008,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,adapted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,sigmasq,10.0000,8.8153,1.1847,-0.1261
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,range_lat,0.2000,0.1029,0.0971,-0.6644
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,range_lon,0.3000,0.1537,0.1463,-0.6688
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,range_time,2.0000,1.1863,0.8137,-0.5223
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,advec_lat,0.0800,0.0798,0.0002,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,advec_lon,-0.2000,-0.1993,0.0007,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,shifted,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,sigmasq,10.0000,9.1865,0.8135,-0.0848
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,range_lat,0.2000,0.1080,0.0920,-0.6160
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,range_lon,0.3000,0.1614,0.1386,-0.6198
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,range_time,2.0000,1.2298,0.7702,-0.4863
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,advec_lat,0.0800,0.0796,0.0004,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,advec_lon,-0.2000,-0.1784,0.0216,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,fixed,nugget,1.0000,0.0000,1.0000,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,sigmasq,10.0000,8.7952,1.2048,-0.1284
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,range_lat,0.2000,0.1026,0.0974,-0.6673
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,range_lon,0.3000,0.1533,0.1467,-0.6715
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,range_time,2.0000,1.1830,0.8170,-0.5251
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,advec_lat,0.0800,0.0804,0.0004,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,advec_lon,-0.2000,-0.1978,0.0022,
synthetic_dgp_smooth0p5_nugget1_fit_nugget0,2025-07-06,synthetic,synthetic_20250706,union,nugget,1.0000,0.0000,1.0000,
